Frequency (Hz)	Level (dB)
567382.812500	-73.436981
567871.093750	-74.979263
568359.375000	-73.135139
568847.656250	-72.688461
569335.937500	-73.698776
569824.218750	-80.870819
570312.500000	-74.073624
570800.781250	-73.633484
571289.062500	-72.983322
571777.343750	-75.850365
572265.625000	-77.170494
572753.906250	-72.878578
573242.187500	-72.766830
573730.468750	-75.898453
574218.750000	-73.753952
574707.031250	-77.121834
575195.312500	-72.770668
575683.593750	-72.526482
576171.875000	-76.835938
576660.156250	-77.019455
577148.437500	-75.947342
577636.718750	-74.116714
578125.000000	-75.133614
578613.281250	-78.538857
579101.562500	-72.626808
579589.843750	-72.196716
580078.125000	-74.011627
580566.406250	-70.553062
581054.687500	-73.367500
581542.968750	-72.157051
582031.250000	-73.964203
582519.531250	-75.326683
583007.812500	-73.429314
583496.093750	-72.438675
583984.375000	-73.018257
584472.656250	-73.935501
584960.937500	-74.142998
585449.218750	-75.445694
585937.500000	-72.551498
586425.781250	-78.601906
586914.062500	-75.465141
587402.343750	-70.964668
587890.625000	-76.736877
588378.906250	-74.687141
588867.187500	-71.038734
589355.468750	-75.225601
589843.750000	-72.655113
590332.031250	-69.593887
590820.312500	-72.590408
591308.593750	-71.034645
591796.875000	-74.036530
592285.156250	-73.554764
592773.437500	-70.968140
593261.718750	-72.335403
593750.000000	-75.074005
594238.281250	-72.786217
594726.562500	-73.942795
595214.843750	-74.201324
595703.125000	-72.115677
596191.406250	-70.732780
596679.687500	-71.673386
597167.968750	-71.319603
597656.250000	-77.155212
598144.531250	-70.392265
598632.812500	-72.709785
599121.093750	-78.714462
599609.375000	-72.519157
600097.656250	-72.943207
600585.937500	-74.292213
601074.218750	-75.946579
601562.500000	-72.474327
602050.781250	-76.147743
602539.062500	-73.675735
603027.343750	-71.839935
603515.625000	-73.799988
604003.906250	-72.974602
604492.187500	-75.102264
604980.468750	-73.135056
605468.750000	-71.463539
605957.031250	-71.862282
606445.312500	-73.792175
606933.593750	-71.600243
607421.875000	-73.671913
607910.156250	-70.581207
608398.437500	-74.500504
608886.718750	-76.231804
609375.000000	-75.213837
609863.281250	-73.972504
610351.562500	-73.038277
610839.843750	-78.319466
611328.125000	-72.658501
611816.406250	-72.994461
612304.687500	-76.485474
612792.968750	-74.515343
613281.250000	-76.597084
613769.531250	-74.892487
614257.812500	-73.882027
614746.093750	-75.999016
615234.375000	-73.362000
615722.656250	-70.646988
616210.937500	-71.448868
616699.218750	-72.835411
617187.500000	-74.726234
617675.781250	-72.452286
618164.062500	-73.519768
618652.343750	-72.484344
619140.625000	-73.772087
619628.906250	-74.462570
620117.187500	-75.004112
620605.468750	-72.255882
621093.750000	-74.625946
621582.031250	-73.891327
622070.312500	-72.382065
622558.593750	-69.158257
623046.875000	-76.580452
623535.156250	-77.514923
624023.437500	-73.235634
624511.718750	-78.017929
625000.000000	-78.002533
625488.281250	-75.604439
625976.562500	-74.403488
626464.843750	-73.128403
626953.125000	-72.806030
627441.406250	-73.372108
627929.687500	-74.154686
628417.968750	-71.282578
628906.250000	-74.681572
629394.531250	-74.091042
629882.812500	-76.687294
630371.093750	-73.111214
630859.375000	-75.854805
631347.656250	-75.473480
631835.937500	-75.193840
632324.218750	-74.041275
632812.500000	-75.079826
633300.781250	-76.793732
633789.062500	-75.645538
634277.343750	-75.988411
634765.625000	-74.977074
635253.906250	-76.655029
635742.187500	-72.836288
636230.468750	-73.308876
636718.750000	-75.353142
637207.031250	-71.954010
637695.312500	-75.800606
638183.593750	-74.526756
638671.875000	-75.691193
639160.156250	-75.041687
639648.437500	-73.288475
640136.718750	-71.054581
640625.000000	-72.146637
641113.281250	-73.659569
641601.562500	-73.055984
642089.843750	-71.976364
642578.125000	-80.847771
643066.406250	-73.370049
643554.687500	-74.997017
644042.968750	-74.419563
644531.250000	-76.896950
645019.531250	-74.543991
645507.812500	-74.188980
645996.093750	-74.788033
646484.375000	-74.642311
646972.656250	-71.105095
647460.937500	-73.818260
647949.218750	-77.567482
648437.500000	-75.992661
648925.781250	-72.644852
649414.062500	-75.817665
649902.343750	-69.749115
650390.625000	-72.836578
650878.906250	-74.861382
651367.187500	-75.836922
651855.468750	-72.357796
652343.750000	-76.121231
652832.031250	-73.402763
653320.312500	-72.776016
653808.593750	-76.968460
654296.875000	-73.568306
654785.156250	-75.712189
655273.437500	-75.180771
655761.718750	-80.153023
656250.000000	-72.862122
656738.281250	-76.888992
657226.562500	-72.584335
657714.843750	-78.375038
658203.125000	-74.693199
658691.406250	-75.167015
659179.687500	-77.295174
659667.968750	-73.686066
660156.250000	-74.061119
660644.531250	-75.000168
661132.812500	-75.782501
661621.093750	-74.731514
662109.375000	-76.104027
662597.656250	-80.573830
663085.937500	-74.086166
663574.218750	-74.683418
664062.500000	-73.436844
664550.781250	-73.401184
665039.062500	-72.942009
665527.343750	-79.174057
666015.625000	-73.262924
666503.906250	-74.874298
666992.187500	-74.626968
667480.468750	-74.814072
667968.750000	-72.040047
668457.031250	-73.157768
668945.312500	-76.606552
669433.593750	-76.433113
669921.875000	-75.340111
670410.156250	-75.317146
670898.437500	-73.183708
671386.718750	-69.739471
671875.000000	-73.114944
672363.281250	-73.609932
672851.562500	-75.368271
673339.843750	-69.448853
673828.125000	-77.912621
674316.406250	-70.013077
674804.687500	-74.148849
675292.968750	-73.646225
675781.250000	-73.422249
676269.531250	-70.854263
676757.812500	-71.202545
677246.093750	-82.810272
677734.375000	-73.308533
678222.656250	-73.244888
678710.937500	-73.080688
679199.218750	-73.264954
679687.500000	-78.690033
680175.781250	-77.142578
680664.062500	-73.388954
681152.343750	-75.388710
681640.625000	-77.059090
682128.906250	-75.460052
682617.187500	-76.011810
683105.468750	-78.664505
683593.750000	-77.302330
684082.031250	-73.267776
684570.312500	-77.509216
685058.593750	-81.185501
685546.875000	-74.513748
686035.156250	-73.554268
686523.437500	-72.324615
687011.718750	-75.490028
687500.000000	-78.574715
687988.281250	-72.866692
688476.562500	-74.786331
688964.843750	-73.747696
689453.125000	-72.931015
689941.406250	-74.672318
690429.687500	-75.116203
690917.968750	-73.947739
691406.250000	-72.636391
691894.531250	-73.800705
692382.812500	-72.668549
692871.093750	-77.508118
693359.375000	-73.188232
693847.656250	-72.667671
694335.937500	-75.158127
694824.218750	-79.699326
695312.500000	-75.679001
695800.781250	-76.709564
696289.062500	-71.333160
696777.343750	-79.312088
697265.625000	-72.600563
697753.906250	-72.379173
698242.187500	-75.059456
698730.468750	-73.680313
699218.750000	-72.378784
699707.031250	-70.887054
700195.312500	-73.305138
700683.593750	-75.682755
701171.875000	-75.571289
701660.156250	-73.357590
702148.437500	-72.051880
702636.718750	-70.592995
703125.000000	-75.762665
703613.281250	-74.756874
704101.562500	-75.776733
704589.843750	-75.162682
705078.125000	-75.069740
705566.406250	-71.287857
706054.687500	-74.091927
706542.968750	-73.378136
707031.250000	-72.475647
707519.531250	-75.290337
708007.812500	-74.120445
708496.093750	-72.032028
708984.375000	-71.255501
709472.656250	-74.990028
709960.937500	-75.875862
710449.218750	-77.935226
710937.500000	-74.398033
711425.781250	-81.771286
711914.062500	-74.902695
712402.343750	-76.231300
712890.625000	-74.523430
713378.906250	-70.901764
713867.187500	-73.574989
714355.468750	-80.219780
714843.750000	-72.913864
715332.031250	-77.607666
715820.312500	-75.156052
716308.593750	-71.831718
716796.875000	-77.105011
717285.156250	-74.545425
717773.437500	-75.618919
718261.718750	-72.058228
718750.000000	-73.189026
719238.281250	-72.793350
719726.562500	-76.264954
720214.843750	-71.354576
720703.125000	-73.922089
721191.406250	-75.420807
721679.687500	-74.265663
722167.968750	-77.873085
722656.250000	-74.574196
723144.531250	-73.628868
723632.812500	-72.733345
724121.093750	-73.985504
724609.375000	-71.410881
725097.656250	-72.448372
725585.937500	-73.335495
726074.218750	-76.629639
726562.500000	-75.329483
727050.781250	-74.699387
727539.062500	-77.367058
728027.343750	-75.028938
728515.625000	-71.514023
729003.906250	-74.223961
729492.187500	-73.608818
729980.468750	-75.365456
730468.750000	-74.342628
730957.031250	-70.638298
731445.312500	-76.586464
731933.593750	-76.977165
732421.875000	-75.875580
732910.156250	-75.632645
733398.437500	-75.325012
733886.718750	-83.486008
734375.000000	-73.617462
734863.281250	-75.785072
735351.562500	-74.140427
735839.843750	-78.101341
736328.125000	-74.024414
736816.406250	-75.437653
737304.687500	-75.695259
737792.968750	-73.596458
738281.250000	-74.543694
738769.531250	-71.279366
739257.812500	-75.189293
739746.093750	-78.953163
740234.375000	-74.889580
740722.656250	-71.637894
741210.937500	-74.940514
741699.218750	-78.546249
742187.500000	-77.544701
742675.781250	-79.880798
743164.062500	-80.427101
743652.343750	-75.218201
744140.625000	-75.663727
744628.906250	-72.388298
745117.187500	-74.327293
745605.468750	-77.184853
746093.750000	-76.891838
746582.031250	-77.206566
747070.312500	-72.644318
747558.593750	-74.072075
748046.875000	-73.791122
748535.156250	-74.757225
749023.437500	-74.303360
749511.718750	-71.405815
750000.000000	-75.974930
750488.281250	-76.061981
750976.562500	-72.856201
751464.843750	-73.786362
751953.125000	-74.769203
752441.406250	-68.437790
752929.687500	-77.077095
753417.968750	-73.622795
753906.250000	-72.903969
754394.531250	-72.412956
754882.812500	-75.598557
755371.093750	-72.675049
755859.375000	-76.434013
756347.656250	-73.797485
756835.937500	-73.262222
757324.218750	-75.350983
757812.500000	-76.632355
758300.781250	-71.709488
758789.062500	-74.002106
759277.343750	-83.287514
759765.625000	-76.904045
760253.906250	-72.381271
760742.187500	-77.255966
761230.468750	-84.539703
761718.750000	-75.624489
762207.031250	-73.654701
762695.312500	-72.347137
763183.593750	-76.084351
763671.875000	-74.817657
764160.156250	-75.556740
764648.437500	-72.584084
765136.718750	-79.376923
765625.000000	-73.827148
766113.281250	-72.354401
766601.562500	-74.029892
767089.843750	-74.555702
767578.125000	-71.754936
768066.406250	-75.421585
768554.687500	-73.643738
769042.968750	-76.368675
769531.250000	-75.699852
770019.531250	-70.373688
770507.812500	-75.982079
770996.093750	-71.772041
771484.375000	-72.348961
771972.656250	-75.186661
772460.937500	-73.867859
772949.218750	-81.612114
773437.500000	-75.079132
773925.781250	-79.608749
774414.062500	-74.762436
774902.343750	-78.634315
775390.625000	-78.596771
775878.906250	-73.776024
776367.187500	-76.999863
776855.468750	-79.107071
777343.750000	-74.940712
777832.031250	-74.265617
778320.312500	-73.279617
778808.593750	-72.506538
779296.875000	-73.993248
779785.156250	-76.847908
780273.437500	-76.150024
780761.718750	-78.133102
781250.000000	-75.856621
781738.281250	-73.343758
782226.562500	-75.326408
782714.843750	-79.361595
783203.125000	-76.661720
783691.406250	-77.776237
784179.687500	-75.169739
784667.968750	-71.892616
785156.250000	-76.834648
785644.531250	-76.591789
786132.812500	-74.969933
786621.093750	-75.283249
787109.375000	-72.260475
787597.656250	-75.674812
788085.937500	-76.490852
788574.218750	-79.977264
789062.500000	-77.688484
789550.781250	-74.788414
790039.062500	-75.176582
790527.343750	-73.407471
791015.625000	-72.180862
791503.906250	-74.413910
791992.187500	-75.843681
792480.468750	-76.779617
792968.750000	-73.120979
793457.031250	-72.117828
793945.312500	-75.511719
794433.593750	-80.173737
794921.875000	-76.234871
795410.156250	-74.357994
795898.437500	-75.334389
796386.718750	-73.705612
796875.000000	-75.615372
797363.281250	-77.126976
797851.562500	-74.059052
798339.843750	-75.901970
798828.125000	-76.314819
799316.406250	-78.218918
799804.687500	-74.394569
800292.968750	-74.315247
800781.250000	-74.262352
801269.531250	-77.330826
801757.812500	-81.824280
802246.093750	-73.411125
802734.375000	-76.370033
803222.656250	-75.775108
803710.937500	-77.690460
804199.218750	-71.946754
804687.500000	-75.337479
805175.781250	-69.886703
805664.062500	-75.028870
806152.343750	-75.066780
806640.625000	-73.504715
807128.906250	-71.580788
807617.187500	-74.126404
808105.468750	-82.893990
808593.750000	-75.649719
809082.031250	-79.118950
809570.312500	-76.654755
810058.593750	-71.750946
810546.875000	-73.833176
811035.156250	-83.353294
811523.437500	-75.913261
812011.718750	-74.901482
812500.000000	-74.142326
812988.281250	-73.846848
813476.562500	-78.048683
813964.843750	-77.273865
814453.125000	-77.315720
814941.406250	-73.948006
815429.687500	-75.915886
815917.968750	-75.777672
816406.250000	-73.574715
816894.531250	-77.419235
817382.812500	-75.309166
817871.093750	-73.455467
818359.375000	-73.885185
818847.656250	-73.703667
819335.937500	-73.394455
819824.218750	-76.826500
820312.500000	-81.610382
820800.781250	-77.021080
821289.062500	-74.072807
821777.343750	-78.778328
822265.625000	-73.795021
822753.906250	-71.152634
823242.187500	-73.694954
823730.468750	-71.615280
824218.750000	-74.074272
824707.031250	-71.578674
825195.312500	-74.276596
825683.593750	-75.245613
826171.875000	-72.562500
826660.156250	-77.334259
827148.437500	-74.392418
827636.718750	-74.921875
828125.000000	-74.965973
828613.281250	-76.936195
829101.562500	-77.219009
829589.843750	-73.695198
830078.125000	-72.536392
830566.406250	-75.117912
831054.687500	-73.958069
831542.968750	-76.308380
832031.250000	-73.133041
832519.531250	-79.555603
833007.812500	-77.386490
833496.093750	-71.379631
833984.375000	-76.504410
834472.656250	-76.382332
834960.937500	-75.568695
835449.218750	-77.416649
835937.500000	-71.552086
836425.781250	-82.205032
836914.062500	-73.455734
837402.343750	-74.364815
837890.625000	-76.517052
838378.906250	-78.203598
838867.187500	-73.807587
839355.468750	-73.376228
839843.750000	-75.802597
840332.031250	-73.717140
840820.312500	-75.089096
841308.593750	-73.330383
841796.875000	-73.821518
842285.156250	-74.775887
842773.437500	-76.840302
843261.718750	-75.563705
843750.000000	-77.461891
844238.281250	-72.365265
844726.562500	-72.797211
845214.843750	-74.556801
845703.125000	-76.417740
846191.406250	-81.425774
846679.687500	-75.184021
847167.968750	-75.034531
847656.250000	-76.813332
848144.531250	-71.471970
848632.812500	-73.745926
849121.093750	-76.328911
849609.375000	-74.714020
850097.656250	-76.569435
850585.937500	-73.256050
851074.218750	-78.219666
851562.500000	-73.138504
852050.781250	-76.996490
852539.062500	-74.142479
853027.343750	-77.217514
853515.625000	-75.085983
854003.906250	-72.860153
854492.187500	-77.387039
854980.468750	-76.087250
855468.750000	-74.937401
855957.031250	-80.983818
856445.312500	-71.935753
856933.593750	-75.932045
857421.875000	-78.111252
857910.156250	-78.708023
858398.437500	-74.670471
858886.718750	-71.846230
859375.000000	-79.310028
859863.281250	-75.166229
860351.562500	-74.489182
860839.843750	-77.894630
861328.125000	-76.772675
861816.406250	-74.349480
862304.687500	-74.865585
862792.968750	-73.601387
863281.250000	-76.564636
863769.531250	-77.083290
864257.812500	-74.297508
864746.093750	-79.298355
865234.375000	-72.330559
865722.656250	-76.480606
866210.937500	-73.022301
866699.218750	-74.021896
867187.500000	-75.731003
867675.781250	-75.802544
868164.062500	-76.443146
868652.343750	-75.704865
869140.625000	-77.687889
869628.906250	-74.238876
870117.187500	-74.786476
870605.468750	-76.593681
871093.750000	-76.397758
871582.031250	-75.237587
872070.312500	-75.187424
872558.593750	-82.244026
873046.875000	-71.213165
873535.156250	-81.008217
874023.437500	-77.906441
874511.718750	-74.023529
875000.000000	-73.880989
875488.281250	-78.222641
875976.562500	-73.535507
876464.843750	-74.905487
876953.125000	-79.844521
877441.406250	-72.213181
877929.687500	-73.229408
878417.968750	-71.091362
878906.250000	-81.381531
879394.531250	-68.792328
879882.812500	-72.755684
880371.093750	-75.243919
880859.375000	-73.635933
881347.656250	-78.570343
881835.937500	-74.575623
882324.218750	-79.459526
882812.500000	-72.767174
883300.781250	-76.540779
883789.062500	-74.803589
884277.343750	-78.706871
884765.625000	-74.166733
885253.906250	-77.396042
885742.187500	-76.397057
886230.468750	-72.843689
886718.750000	-75.525093
887207.031250	-76.139870
887695.312500	-75.190926
888183.593750	-76.133377
888671.875000	-73.282951
889160.156250	-80.291725
889648.437500	-75.404495
890136.718750	-75.304291
890625.000000	-76.315865
891113.281250	-75.224571
891601.562500	-77.823990
892089.843750	-75.773628
892578.125000	-74.560303
893066.406250	-73.912506
893554.687500	-75.211243
894042.968750	-82.076675
894531.250000	-72.519226
895019.531250	-73.576202
895507.812500	-73.158447
895996.093750	-75.509537
896484.375000	-72.501190
896972.656250	-75.488647
897460.937500	-74.804291
897949.218750	-78.218185
898437.500000	-75.773460
898925.781250	-72.460815
899414.062500	-74.753105
899902.343750	-74.630836
900390.625000	-74.227013
900878.906250	-76.408882
901367.187500	-75.405434
901855.468750	-74.655220
902343.750000	-78.259766
902832.031250	-79.338905
903320.312500	-74.156517
903808.593750	-76.781563
904296.875000	-74.253242
904785.156250	-70.422684
905273.437500	-73.686409
905761.718750	-77.659370
906250.000000	-75.184708
906738.281250	-75.031143
907226.562500	-75.114441
907714.843750	-77.000580
908203.125000	-75.439369
908691.406250	-77.760445
909179.687500	-75.659409
909667.968750	-80.489380
910156.250000	-74.765533
910644.531250	-72.053787
911132.812500	-75.755844
911621.093750	-73.297516
912109.375000	-74.183525
912597.656250	-77.592201
913085.937500	-79.360085
913574.218750	-74.962555
914062.500000	-76.533653
914550.781250	-77.169647
915039.062500	-75.834976
915527.343750	-78.558685
916015.625000	-72.529060
916503.906250	-78.498306
916992.187500	-75.528458
917480.468750	-76.116341
917968.750000	-76.462723
918457.031250	-80.124939
918945.312500	-75.272835
919433.593750	-75.805855
919921.875000	-76.398148
920410.156250	-76.203613
920898.437500	-76.161781
921386.718750	-74.594139
921875.000000	-79.427330
922363.281250	-77.244102
922851.562500	-75.586220
923339.843750	-73.831940
923828.125000	-74.249870
924316.406250	-77.531921
924804.687500	-79.161774
925292.968750	-75.345375
925781.250000	-73.782135
926269.531250	-75.199669
926757.812500	-80.554291
927246.093750	-80.532539
927734.375000	-85.722862
928222.656250	-74.966225
928710.937500	-74.842293
929199.218750	-77.304535
929687.500000	-79.526451
930175.781250	-73.003822
930664.062500	-73.027100
931152.343750	-78.168068
931640.625000	-74.713768
932128.906250	-74.483650
932617.187500	-76.766983
933105.468750	-75.290970
933593.750000	-71.809532
934082.031250	-75.631691
934570.312500	-74.046692
935058.593750	-76.234146
935546.875000	-76.287415
936035.156250	-74.515373
936523.437500	-74.381866
937011.718750	-72.464142
937500.000000	-81.768562
937988.281250	-72.623756
938476.562500	-72.000450
938964.843750	-81.877342
939453.125000	-75.547523
939941.406250	-73.763283
940429.687500	-76.062592
940917.968750	-77.554062
941406.250000	-74.941238
941894.531250	-75.788033
942382.812500	-77.862129
942871.093750	-81.876556
943359.375000	-72.868385
943847.656250	-72.667969
944335.937500	-76.926842
944824.218750	-78.011482
945312.500000	-73.790184
945800.781250	-78.239098
946289.062500	-76.807320
946777.343750	-75.040207
947265.625000	-75.305534
947753.906250	-75.288773
948242.187500	-75.303322
948730.468750	-74.714012
949218.750000	-75.890762
949707.031250	-74.513161
950195.312500	-75.538155
950683.593750	-72.841377
951171.875000	-75.958282
951660.156250	-81.463280
952148.437500	-75.649498
952636.718750	-79.733765
953125.000000	-76.157341
953613.281250	-73.453407
954101.562500	-76.040970
954589.843750	-75.612793
955078.125000	-76.382843
955566.406250	-77.817688
956054.687500	-73.306297
956542.968750	-76.843033
957031.250000	-74.367760
957519.531250	-75.581680
958007.812500	-72.407516
958496.093750	-72.240768
958984.375000	-77.141205
959472.656250	-74.947525
959960.937500	-74.713211
960449.218750	-73.794571
960937.500000	-73.549294
961425.781250	-76.869026
961914.062500	-80.932434
962402.343750	-81.939873
962890.625000	-80.349892
963378.906250	-69.898460
963867.187500	-76.155434
964355.468750	-72.273766
964843.750000	-74.362701
965332.031250	-75.709419
965820.312500	-76.723915
966308.593750	-74.118248
966796.875000	-77.419609
967285.156250	-84.206131
967773.437500	-74.788681
968261.718750	-78.151451
968750.000000	-77.860649
969238.281250	-74.895996
969726.562500	-73.506348
970214.843750	-81.116890
970703.125000	-76.626923
971191.406250	-78.832687
971679.687500	-75.538216
972167.968750	-80.142380
972656.250000	-77.186005
973144.531250	-73.958290
973632.812500	-77.352623
974121.093750	-74.576912
974609.375000	-74.005196
975097.656250	-75.884048
975585.937500	-77.393883
976074.218750	-75.660622
976562.500000	-72.858490
977050.781250	-73.391243
977539.062500	-73.094826
978027.343750	-72.771004
978515.625000	-77.038895
979003.906250	-72.792831
979492.187500	-72.836540
979980.468750	-74.491898
980468.750000	-77.342232
980957.031250	-76.258652
981445.312500	-76.708977
981933.593750	-78.102615
982421.875000	-73.606453
982910.156250	-75.241859
983398.437500	-74.783661
983886.718750	-77.301147
984375.000000	-73.932457
984863.281250	-76.149849
985351.562500	-74.906395
985839.843750	-78.564240
986328.125000	-75.409821
986816.406250	-78.275108
987304.687500	-77.127625
987792.968750	-73.250267
988281.250000	-82.337257
988769.531250	-79.035385
989257.812500	-75.510109
989746.093750	-72.576561
990234.375000	-76.899910
990722.656250	-72.848305
991210.937500	-73.994797
991699.218750	-74.908913
992187.500000	-77.333977
992675.781250	-74.793312
993164.062500	-72.401688
993652.343750	-75.405136
994140.625000	-79.776932
994628.906250	-73.031906
995117.187500	-74.477882
995605.468750	-81.642334
996093.750000	-74.278366
996582.031250	-69.517899
997070.312500	-76.311455
997558.593750	-70.885597
998046.875000	-74.826912
998535.156250	-74.424980
999023.437500	-76.690056
999511.718750	-73.283943
